business_id,name,address,city,state,latitude,longitude,stars,cluster_label
#NAME?,McDonald's,9303 Jeff Fuqua Blvd,Orlando,FL,28.43117,-81.30805,3.0,1
#NAME?,McDonald's,9303 Jeff Fuqua Blvd,Orlando,FL,28.43117,-81.30805,3.0,1
#NAME?,McDonald's,9303 Jeff Fuqua Blvd,Orlando,FL,28.43117,-81.30805,3.0,0
#NAME?,McDonald's,9303 Jeff Fuqua Blvd,Orlando,FL,28.43117,-81.30805,3.0,2
#NAME?,McDonald's,9303 Jeff Fuqua Blvd,Orlando,FL,28.43117,-81.30805,3.0,1
#NAME?,McDonald's,9303 Jeff Fuqua Blvd,Orlando,FL,28.43117,-81.30805,3.0,2
#NAME?,McDonald's,9303 Jeff Fuqua Blvd,Orlando,FL,28.43117,-81.30805,3.0,0
#NAME?,McDonald's,9303 Jeff Fuqua Blvd,Orlando,FL,28.43117,-81.30805,3.0,0
#NAME?,McDonald's,9303 Jeff Fuqua Blvd,Orlando,FL,28.43117,-81.30805,3.0,1
#NAME?,McDonald's,9303 Jeff Fuqua Blvd,Orlando,FL,28.43117,-81.30805,3.0,0
#NAME?,McDonald's,9303 Jeff Fuqua Blvd,Orlando,FL,28.43117,-81.30805,3.0,1
#NAME?,McDonald's,9303 Jeff Fuqua Blvd,Orlando,FL,28.43117,-81.30805,3.0,1
#NAME?,McDonald's,9303 Jeff Fuqua Blvd,Orlando,FL,28.43117,-81.30805,3.0,2
#NAME?,McDonald's,9303 Jeff Fuqua Blvd,Orlando,FL,28.43117,-81.30805,3.0,1
#NAME?,McDonald's,9303 Jeff Fuqua Blvd,Orlando,FL,28.43117,-81.30805,3.0,1
#NAME?,McDonald's,9303 Jeff Fuqua Blvd,Orlando,FL,28.43117,-81.30805,3.0,0
#NAME?,McDonald's,9303 Jeff Fuqua Blvd,Orlando,FL,28.43117,-81.30805,3.0,1
#NAME?,McDonald's,9303 Jeff Fuqua Blvd,Orlando,FL,28.43117,-81.30805,3.0,1
#NAME?,McDonald's,9303 Jeff Fuqua Blvd,Orlando,FL,28.43117,-81.30805,3.0,2
#NAME?,McDonald's,9303 Jeff Fuqua Blvd,Orlando,FL,28.43117,-81.30805,3.0,1
#NAME?,McDonald's,9303 Jeff Fuqua Blvd,Orlando,FL,28.43117,-81.30805,3.0,2
#NAME?,McDonald's,9303 Jeff Fuqua Blvd,Orlando,FL,28.43117,-81.30805,3.0,1
#NAME?,McDonald's,9303 Jeff Fuqua Blvd,Orlando,FL,28.43117,-81.30805,3.0,2
#NAME?,McDonald's,9303 Jeff Fuqua Blvd,Orlando,FL,28.43117,-81.30805,3.0,2
#NAME?,McDonald's,9303 Jeff Fuqua Blvd,Orlando,FL,28.43117,-81.30805,3.0,0
#NAME?,McDonald's,9303 Jeff Fuqua Blvd,Orlando,FL,28.43117,-81.30805,3.0,2
#NAME?,McDonald's,9303 Jeff Fuqua Blvd,Orlando,FL,28.43117,-81.30805,3.0,1
#NAME?,McDonald's,9303 Jeff Fuqua Blvd,Orlando,FL,28.43117,-81.30805,3.0,1
#NAME?,McDonald's,9303 Jeff Fuqua Blvd,Orlando,FL,28.43117,-81.30805,3.0,0
#NAME?,McDonald's,9303 Jeff Fuqua Blvd,Orlando,FL,28.43117,-81.30805,3.0,0
#NAME?,McDonald's,9303 Jeff Fuqua Blvd,Orlando,FL,28.43117,-81.30805,3.0,0
#NAME?,McDonald's,9303 Jeff Fuqua Blvd,Orlando,FL,28.43117,-81.30805,3.0,2
#NAME?,McDonald's,9303 Jeff Fuqua Blvd,Orlando,FL,28.43117,-81.30805,3.0,2
#NAME?,McDonald's,9303 Jeff Fuqua Blvd,Orlando,FL,28.43117,-81.30805,3.0,0
#NAME?,McDonald's,9303 Jeff Fuqua Blvd,Orlando,FL,28.43117,-81.30805,3.0,1
#NAME?,McDonald's,9303 Jeff Fuqua Blvd,Orlando,FL,28.43117,-81.30805,3.0,2
#NAME?,McDonald's,9303 Jeff Fuqua Blvd,Orlando,FL,28.43117,-81.30805,3.0,0
#NAME?,McDonald's,9303 Jeff Fuqua Blvd,Orlando,FL,28.43117,-81.30805,3.0,1
#NAME?,McDonald's,9303 Jeff Fuqua Blvd,Orlando,FL,28.43117,-81.30805,3.0,0
#NAME?,McDonald's,9303 Jeff Fuqua Blvd,Orlando,FL,28.43117,-81.30805,3.0,2
#NAME?,McDonald's,9303 Jeff Fuqua Blvd,Orlando,FL,28.43117,-81.30805,3.0,0
#NAME?,McDonald's,9303 Jeff Fuqua Blvd,Orlando,FL,28.43117,-81.30805,3.0,2
#NAME?,McDonald's,9303 Jeff Fuqua Blvd,Orlando,FL,28.43117,-81.30805,3.0,1
#NAME?,McDonald's,9303 Jeff Fuqua Blvd,Orlando,FL,28.43117,-81.30805,3.0,1
#NAME?,McDonald's,9303 Jeff Fuqua Blvd,Orlando,FL,28.43117,-81.30805,3.0,2
#NAME?,McDonald's,9303 Jeff Fuqua Blvd,Orlando,FL,28.43117,-81.30805,3.0,0
#NAME?,McDonald's,9303 Jeff Fuqua Blvd,Orlando,FL,28.43117,-81.30805,3.0,0
#NAME?,McDonald's,9303 Jeff Fuqua Blvd,Orlando,FL,28.43117,-81.30805,3.0,2
#NAME?,McDonald's,9303 Jeff Fuqua Blvd,Orlando,FL,28.43117,-81.30805,3.0,0
#NAME?,McDonald's,9303 Jeff Fuqua Blvd,Orlando,FL,28.43117,-81.30805,3.0,2
#NAME?,McDonald's,9303 Jeff Fuqua Blvd,Orlando,FL,28.43117,-81.30805,3.0,1
#NAME?,McDonald's,9303 Jeff Fuqua Blvd,Orlando,FL,28.43117,-81.30805,3.0,2
#NAME?,McDonald's,9303 Jeff Fuqua Blvd,Orlando,FL,28.43117,-81.30805,3.0,0
#NAME?,McDonald's,9303 Jeff Fuqua Blvd,Orlando,FL,28.43117,-81.30805,3.0,0
#NAME?,McDonald's,9303 Jeff Fuqua Blvd,Orlando,FL,28.43117,-81.30805,3.0,2
#NAME?,McDonald's,9303 Jeff Fuqua Blvd,Orlando,FL,28.43117,-81.30805,3.0,1
#NAME?,McDonald's,9303 Jeff Fuqua Blvd,Orlando,FL,28.43117,-81.30805,3.0,2
#NAME?,McDonald's,9303 Jeff Fuqua Blvd,Orlando,FL,28.43117,-81.30805,3.0,1
#NAME?,McDonald's,9303 Jeff Fuqua Blvd,Orlando,FL,28.43117,-81.30805,3.0,2
#NAME?,McDonald's,9303 Jeff Fuqua Blvd,Orlando,FL,28.43117,-81.30805,3.0,1
#NAME?,McDonald's,9303 Jeff Fuqua Blvd,Orlando,FL,28.43117,-81.30805,3.0,0
#NAME?,McDonald's,9303 Jeff Fuqua Blvd,Orlando,FL,28.43117,-81.30805,3.0,0
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,0
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,1
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,0
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,2
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,0
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,1
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,1
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,2
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,1
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,1
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,1
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,1
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,2
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,2
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,0
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,1
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,0
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,0
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,0
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,2
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,1
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,1
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,0
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,0
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,2
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,1
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,2
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,0
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,1
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,1
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,0
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,0
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,0
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,0
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,1
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,1
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,1
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,0
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,2
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,1
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,2
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,0
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,0
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,1
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,0
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,1
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,1
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,2
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,1
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,1
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,0
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,1
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,1
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,2
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,1
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,2
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,1
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,2
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,2
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,0
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,2
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,1
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,1
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,0
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,0
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,0
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,2
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,2
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,0
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,1
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,2
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,0
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,1
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,0
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,2
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,0
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,2
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,1
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,1
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,2
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,0
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,0
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,2
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,0
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,2
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,1
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,2
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,0
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,0
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,2
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,1
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,2
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,1
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,2
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,1
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,0
#NAME?,Union Food Market,810 Union Street,Vancouver,BC,49.27734,-123.08692,4.5,0
#NAME?,Starbucks,"1801 E 51st St, Ste 190",Austin,TX,30.301643,-97.69988,3.0,0
#NAME?,Starbucks,"1801 E 51st St, Ste 190",Austin,TX,30.301643,-97.69988,3.0,1
#NAME?,Starbucks,"1801 E 51st St, Ste 190",Austin,TX,30.301643,-97.69988,3.0,0
#NAME?,Starbucks,"1801 E 51st St, Ste 190",Austin,TX,30.301643,-97.69988,3.0,2
#NAME?,Starbucks,"1801 E 51st St, Ste 190",Austin,TX,30.301643,-97.69988,3.0,0
#NAME?,Starbucks,"1801 E 51st St, Ste 190",Austin,TX,30.301643,-97.69988,3.0,1
#NAME?,Starbucks,"1801 E 51st St, Ste 190",Austin,TX,30.301643,-97.69988,3.0,1
#NAME?,Starbucks,"1801 E 51st St, Ste 190",Austin,TX,30.301643,-97.69988,3.0,2
#NAME?,Starbucks,"1801 E 51st St, Ste 190",Austin,TX,30.301643,-97.69988,3.0,1
#NAME?,Starbucks,"1801 E 51st St, Ste 190",Austin,TX,30.301643,-97.69988,3.0,1
#NAME?,Starbucks,"1801 E 51st St, Ste 190",Austin,TX,30.301643,-97.69988,3.0,1
#NAME?,Starbucks,"1801 E 51st St, Ste 190",Austin,TX,30.301643,-97.69988,3.0,1
#NAME?,Starbucks,"1801 E 51st St, Ste 190",Austin,TX,30.301643,-97.69988,3.0,2
#NAME?,Starbucks,"1801 E 51st St, Ste 190",Austin,TX,30.301643,-97.69988,3.0,2
#NAME?,Starbucks,"1801 E 51st St, Ste 190",Austin,TX,30.301643,-97.69988,3.0,0
#NAME?,Starbucks,"1801 E 51st St, Ste 190",Austin,TX,30.301643,-97.69988,3.0,1
#NAME?,Starbucks,"1801 E 51st St, Ste 190",Austin,TX,30.301643,-97.69988,3.0,0
#NAME?,Starbucks,"1801 E 51st St, Ste 190",Austin,TX,30.301643,-97.69988,3.0,0
#NAME?,Starbucks,"1801 E 51st St, Ste 190",Austin,TX,30.301643,-97.69988,3.0,0
#NAME?,Starbucks,"1801 E 51st St, Ste 190",Austin,TX,30.301643,-97.69988,3.0,2
#NAME?,Starbucks,"1801 E 51st St, Ste 190",Austin,TX,30.301643,-97.69988,3.0,1
#NAME?,Starbucks,"1801 E 51st St, Ste 190",Austin,TX,30.301643,-97.69988,3.0,1
#NAME?,Starbucks,"1801 E 51st St, Ste 190",Austin,TX,30.301643,-97.69988,3.0,0
#NAME?,Starbucks,"1801 E 51st St, Ste 190",Austin,TX,30.301643,-97.69988,3.0,0
#NAME?,Starbucks,"1801 E 51st St, Ste 190",Austin,TX,30.301643,-97.69988,3.0,2
#NAME?,Starbucks,"1801 E 51st St, Ste 190",Austin,TX,30.301643,-97.69988,3.0,1
#NAME?,Starbucks,"1801 E 51st St, Ste 190",Austin,TX,30.301643,-97.69988,3.0,2
#NAME?,Starbucks,"1801 E 51st St, Ste 190",Austin,TX,30.301643,-97.69988,3.0,0
#NAME?,Starbucks,"1801 E 51st St, Ste 190",Austin,TX,30.301643,-97.69988,3.0,1
#NAME?,Starbucks,"1801 E 51st St, Ste 190",Austin,TX,30.301643,-97.69988,3.0,1
#NAME?,Starbucks,"1801 E 51st St, Ste 190",Austin,TX,30.301643,-97.69988,3.0,0
#NAME?,Starbucks,"1801 E 51st St, Ste 190",Austin,TX,30.301643,-97.69988,3.0,0
#NAME?,Starbucks,"1801 E 51st St, Ste 190",Austin,TX,30.301643,-97.69988,3.0,0
#NAME?,Starbucks,"1801 E 51st St, Ste 190",Austin,TX,30.301643,-97.69988,3.0,0
#NAME?,Starbucks,"1801 E 51st St, Ste 190",Austin,TX,30.301643,-97.69988,3.0,1
#NAME?,Starbucks,"1801 E 51st St, Ste 190",Austin,TX,30.301643,-97.69988,3.0,1
#NAME?,Starbucks,"1801 E 51st St, Ste 190",Austin,TX,30.301643,-97.69988,3.0,1
#NAME?,Starbucks,"1801 E 51st St, Ste 190",Austin,TX,30.301643,-97.69988,3.0,0
#NAME?,Starbucks,"1801 E 51st St, Ste 190",Austin,TX,30.301643,-97.69988,3.0,2
#NAME?,Starbucks,"1801 E 51st St, Ste 190",Austin,TX,30.301643,-97.69988,3.0,1
#NAME?,Starbucks,"1801 E 51st St, Ste 190",Austin,TX,30.301643,-97.69988,3.0,2
#NAME?,Starbucks,"1801 E 51st St, Ste 190",Austin,TX,30.301643,-97.69988,3.0,0
#NAME?,Starbucks,"1801 E 51st St, Ste 190",Austin,TX,30.301643,-97.69988,3.0,0
#NAME?,Starbucks,"1801 E 51st St, Ste 190",Austin,TX,30.301643,-97.69988,3.0,1
#NAME?,Starbucks,"1801 E 51st St, Ste 190",Austin,TX,30.301643,-97.69988,3.0,0
#NAME?,Starbucks,"1801 E 51st St, Ste 190",Austin,TX,30.301643,-97.69988,3.0,1
#NAME?,Starbucks,"1801 E 51st St, Ste 190",Austin,TX,30.301643,-97.69988,3.0,1
#NAME?,Starbucks,"1801 E 51st St, Ste 190",Austin,TX,30.301643,-97.69988,3.0,2
#NAME?,Starbucks,"1801 E 51st St, Ste 190",Austin,TX,30.301643,-97.69988,3.0,1
#NAME?,Starbucks,"1801 E 51st St, Ste 190",Austin,TX,30.301643,-97.69988,3.0,1
#NAME?,Starbucks,"1801 E 51st St, Ste 190",Austin,TX,30.301643,-97.69988,3.0,0
