b_id,is_chain,date_diff,month_rev,tips_count
0Aezdr9i7-WYvhWpCAPBEw,0,236.633854166605,3.0,0
0ApFrpmGFm-zEYwtmgHn8g,0,450.826331018936,2.2857,0
0B3AgVU9yn24SOhTwj8dpA,1,3685.07880787039,1.3333,198
0Br1NRv_mxeFNz6-zqJahQ,1,1293.35416666698,1.2857,0
0CG172n01Sk05ORDU6paXg,1,1581.18930555554,1.1875,0
0CePWoyuvjJuDA9ORHtyDQ,0,2523.85799768521,1.25,648
0DeCEy6OAsDkh4S8o_dJ_A,1,1629.83298611129,1.0833,72
0FB_LIfx0Mp__9j62Mnmzg,1,2516.56776620355,1.0,0
0FCJQvT_yPdSXZ_xvj-SeA,1,2849.02662037034,1.0,0
0FgSzXM_WT2XYVFx376x9A,1,1520.72097222228,1.25,0
0G1kNyzpmp9HtotSEJoAMQ,0,1177.42160879634,3.8,0
0GiO35uls0SEJB3GcTSCWw,0,1378.16780092614,1.2273,1232
0H1tlw_nIe3ky3bFrlRc0w,0,3638.95340277767,1.0,792
0HBQ5BsAy3wVtJQEoaE01A,1,2867.83722222224,1.42,9000
0HPD1u7xk8hbq-dQLcwGQg,0,5067.28223379608,2.4662,3591
0JO4VP-IFKkSTVHe_BJT9w,0,1048.8671875,1.3333,0
0Je8qsDEehiT6r7XHXJttQ,0,1068.9940509256,1.0,0
0KxoDZxujvoPySxxPHMIag,0,4346.67168981489,1.1,0
0LnnmQ1hAZg7PQe6pFx7ig,0,984.654837962706,4.4815,2160
0MTDKD7JAxQRIgEpb5WKPg,0,990.024965277873,1.6842,95
0N9E1acBabh4u4bZ_tcrBw,0,3711.09168981481,1.4,0
0NLOV8fmx4lYJJDLW2w1XQ,1,2170.75422453694,1.0714,0
0NMKb4H_FSMvQyRLyuGyFQ,0,954.081689815037,1.2308,0
0NlHPRdzsHwfL-FgMG0zHA,1,1224.06373842573,1.0,105
0Ot-hEv8s9qvWSgPM-X7Vw,1,2455.10753472243,1.0,0
0OupmnUHBqWc0wOJg76J1Q,0,2359.22515046317,1.7805,0
0P-2IASCP6VT2818E1w3aA,1,2396.10427083354,1.0,325
0P1M8RQ_K238lJQuUThjDg,0,1664.41417824058,1.0,0
0Q8Ma3w54ej8OjSVqX6BCg,1,4292.67579861125,1.3469,1715
0QClILTfXCagWsobXytgCQ,1,1309.11942129629,1.0,0
0Qdml9s1ZEwuH8QQu8O9_g,1,4039.77130787075,1.2571,630
0Qp2DNuVUYg-CoR-jBorIg,0,3016.45450231479,1.537,1620
0Qse3LSlHD1sKZsxQCdSeA,0,765.110324074049,2.1429,672
0RizLRPuPeUnCOWu94AAyQ,0,2436.0345717594,1.7234,3008
0Rm-y6HZee9c02TXArpeqw,0,1036.90368055552,1.2727,0
0S5rL_tj24ExYV9SRHROpA,0,1319.37376157381,1.0,0
0SjrJj3d9Nxoay5esYM3ng,1,1693.95761574106,1.1429,0
0StspvkpQ7ODA114Xdt8nQ,1,817.621493055485,1.0,0
0T9XduR1vvF7yBLgokHVGg,1,3256.97663194407,1.1515,3696
0TMC6spT3DCXK8WPG31pfw,1,1321.38899305556,1.1429,0
0UY6UXEedB2_M7vK6pYISQ,0,2762.50996527774,4.3333,46800
0VNp227l7uZvaPn85IlOIQ,0,1353.14267361118,2.4571,1225
0VRl8_1TnXNq1UocovZomA,1,2819.9397453703,1.1515,2310
0Vpi12ICbT1AdW7uWoJgww,0,492.095925926231,1.4545,0
0XUQ9WZWCBdBBvDHipLvNw,0,1792.93094907375,1.6486,0
0XVgdFE6RUJqtISQKk9lKA,0,272.855543981306,2.0,0
0YVLI3LjxuXYgofIjiYmdw,0,426.795717592351,2.2308,104
0YZgo-WflswdIvxR9JRQ1w,1,331.862581018358,1.2,30
0ZLsjb6vERkULun-UIIorw,1,3260.85916666687,1.6769,6630
0ZNXgXXRhTeWDu_AuYdwog,1,377.45605324069,3.6667,0
0ZhEsuo8OD5uCNvINmE7Sw,0,2591.37222222192,2.6528,3024
0_1g3DSi_dg8qDBXl0UYYA,0,5145.81182870362,2.1969,67056
0_2GeXhNjcOcph_hiINZ6w,1,1412.7216898147,1.5714,0
0a8qepuj3BzknB_FJIjP_Q,1,3865.29951388901,1.0,1560
0ao4Nro3OlAENO1AGgWbxA,0,857.642615741119,1.6667,0
0cJIaYhujjGnLprOQth46A,0,204.154942129739,3.125,0
0cfGneHHI9Kg9eBLofWYeg,0,5049.67770833336,3.1163,2064
0eaI0AnkEcExSw4hCrQYJw,1,511.643402777612,1.0,0
0ee0A8ni0LbzmaMMfs_bag,0,921.025625000242,1.8571,0
0f5DHqE-_wpiW5RjMObOKQ,0,2693.31995370332,1.1818,0
0fC6ijLwTjRyqH35t6ZNaQ,1,3092.92915509269,1.4706,0
0gR3XYOI27DUlrKaVehZfQ,0,300.802511574235,1.6667,0
0h8tf43CRbPGIpUWTQn_oA,1,668.983194444794,1.0,0
0hWbhIsnWYWdtix1YPcsiQ,1,1137.73505787039,1.0,0
0iJVfT8Jddbs2MjtK6cfNw,1,5220.95734953741,1.2174,207
0jkbIP-ZJ6e5CvJVbsUGvA,1,3669.24800925935,1.2174,138
0jlyrJD6QAw3mtDuqSw5Jw,1,3009.36428240733,1.1034,174
0jrApLJYqw8C-WedPEfdKA,1,1234.51633101841,1.4348,0
0k8dVceulWgW7usQQ-z85Q,1,2615.69291666662,1.3333,378
0kOV6zn_aLdkAY8mLhtXDg,1,2217.11885416647,1.1333,720
0kdJ6t7Hxz-JCWjCcy1B_g,1,1761.68185185175,1.2222,0
0mVpesSh127jtEnsjM-eIQ,0,1647.03379629599,1.8095,2520
0nDhfnKqfGqaObhas3SCAw,1,2802.05930555565,1.25,320
0nMbLN0B5I-2tNnQLSo86w,1,2501.10087962961,1.1176,153
0nReZg8VID_52qiAHGF58w,1,2108.88685185183,1.0,0
0nkX69Kghpdi5l4IQdHo3w,1,1927.36550925951,1.2727,0
0oFj2k03Abkr26wy0TqsKQ,0,664.934421296231,1.8333,0
0oMd97xGqGEiX9o1YTs3Cw,0,4266.82201388897,1.6301,9636
0p38BFEhyg-0eqH3bRDK7A,0,982.162222221959,1.3333,36
0qS3RAnfwfswJeVZbw7vtw,0,312.346226851922,1.6667,0
0rA6v-w_bt8jrzHcxDGiKg,0,795.00568287028,1.4444,0
0rQpYX-5udSHT-L4bals2Q,1,1419.39355324069,1.4667,0
0rbx3gAlY0A34OukQQBLTg,1,2659.45423611114,1.0625,320
0tGuFBrhM03I6TCLxDQhyg,1,4845.61292824056,2.6214,134400
0tlI9L_BOV0xs0Kae5UOpg,1,3874.42105324054,1.0,0
0uZZ993ufjsUPxxd5fLb2Q,0,676.34224537015,1.75,0
0unuAD09kORBnsQpJEdelA,0,721.564872685354,1.1818,0
0urizi2HqUQKrDQupiWWPQ,0,4309.96482638875,2.1478,0
0ycNmOJHqYu7nWgrZYkAOg,0,216.347488425672,1.2857,0
0z_uIEUYy3cTWaWaz6j_mA,0,213.111666666809,2.0,0
0zxDj6ojZgS4VJi8hLKPrw,1,3057.39415509254,1.2,0
1-I7xG75eXQAIwNaoUcf_Q,1,672.029942129739,1.0,0
10q8sa4UgNSeCPp0pJU4RQ,1,3487.0704513886,1.0,0
11piCxCCj13L_q7LJ4NwwA,0,2562.62162037008,1.6667,0
123xl1wYGqq1DMWIIJ8rjQ,0,3626.30986111145,1.6508,0
125ysb2vKtdB6cK7ract_g,0,2749.03876157431,1.2051,2106
14cAH7aIK-cYLMVEYR6l6Q,1,3772.62192129623,1.1429,0
15NX5oCQql7960hlK2Yb_w,0,476.238564814907,3.9286,0
15PkS9JDZfWScrsbyIOZoA,0,225.404780092649,1.0,0
16HKP_kxOCHLEMLh-jcwow,0,2754.31649305532,3.0286,0
17A9BuKBuxv0ZWYpqj_KmQ,0,925.420300926082,1.0,0
17pcPIDZ_hqQ7NcTrFwPsQ,1,3226.66646990739,2.7975,91640
18MwY0ARNcY68d9jCErlUQ,0,3674.74104166636,1.8471,4590
18g2lMPvSKcjktI3Jfpk-A,1,3306.02415509243,1.2449,4851
18p6kslxRWSmLC-8YJValw,1,5000.04045138881,1.2414,3480
19xuTm-mcnG4k7rF3ZTmeg,0,3742.70586805558,5.5851,16920
1BCUc14Bv6LFDO9dki7ccA,0,580.009560185485,2.0,432
1BG8apWvVcCW5TbntPgOTQ,1,1399.07591435174,1.45,600
1Du4gHU2meqi1bzY7ynHwg,1,1353.7177083334,1.1765,1190
1E2KcGtzZO5v_LgrTiQl9A,0,4036.14976851875,1.9231,56056
1EdWZWebate-u52mEhb2jw,1,4856.79564814828,1.2632,3420
1FI0-jI6IUkxPx4bTr9PGQ,0,2310.75390046276,1.1667,0
1FSGMQFQl5u5BpnKvN2wFg,0,1048.57750000013,1.0833,0
1FUFqU8KA_rfa56LJHFEPg,0,1882.81349537009,1.05,0
1FgFqJJzeOvAtlIXEVE36A,1,3655.30917824106,1.2222,0
1G7oMiwrXiAIIUK04Z-K6Q,1,1525.33109953674,1.2727,0
1IQ5hHeoFzrM5G62nglFyw,0,1969.40626157401,1.1923,0
1JF_-oGX_Yf7e9eak2wpLg,0,690.854201389011,3.0625,0
1K3RqtKwZu2vv4yUOb6cSQ,1,524.125659721904,1.2,0
1LP7d9rd5AJAR_I5lN-caQ,0,820.997766203713,1.0,30
1Lhti2pYV6phIFiWDYqXrw,1,4269.14958333317,1.0,0
1M5yNOje8Eoz4m_CS89t9w,0,3117.51777777774,1.5517,4872
1MlOQE4NHgZr4bus7U72zw,1,2209.67229166627,1.0,192
1NPFD0vnjlhDWQBiVUfBtg,1,3516.93087962968,1.2353,408
1Nl1tl3y-HxjRxVEPJJKgQ,0,3208.16763888905,3.2778,2268
1O164Q5qXuHYOenT91J1gA,0,1734.80936342617,1.875,0
1O5-4MDk3OjR9myerzc5Ng,0,2000.8980902778,1.0667,450
1OF4l05ulSscsuajIJqmxA,1,1764.13256944437,2.1316,0
1Om10H8pxagYtB9pmLDQ_w,1,2485.09078703728,1.0,0
1P94SZ-BBBlmiN2Z20NCLw,1,993.253495370504,3.25,1920
1P95494QGJnrGnZkXk-qkQ,1,3815.37362268521,1.0,0
1PDoqk0D4-ceAulw8wpF2w,0,2702.89393518493,1.0,0
1PqWt8Fo8oUKPiEubX9anw,0,5438.92763888882,2.4222,29160
1QQUGyr9Qa6MfUoZFRUKSQ,0,5431.04328703694,1.2632,0
1R1ES_XhhfgIAqs_UigvXQ,1,2316.74052083306,1.2353,102
1RwzjYK0wouM7v0dM10u4g,1,648.425370370038,1.3333,0
1SSBSlRPnPETQa3EKAhVWw,0,63.3645949074998,5.3333,0
1UCu38Khz-2_DZRibCnaTA,0,1340.38200231502,2.7059,0
1UgIJVMPMO4uGIU-W8noUA,0,5071.23849537037,1.1875,0
1VKmliv6tfXmM-X6c7e6Dg,0,1309.87506944407,7.8837,0
1VONxm25OE1CUcDODILpHg,0,2265.32597222226,5.0694,0
1W0CmdUAwI2NCTO1XjssDw,1,4707.52385416673,1.1538,468
1W7-WnlJevwgg446OP2HPA,0,714.959699074272,3.7368,285
1Wkrq7LD-mQQSIo1kismfg,1,4874.5022453703,1.0,800
1YFG_TcX0x5XmzlVyR8mnA,0,1169.04030092573,3.0286,4900
1YMfjRze6Ryj-aDm2M-Sfw,1,3552.72918981453,1.3478,0
1YOxGWKV2wsoP7Egy-6Quw,1,1911.9456597222,1.0,0
1YlHI8PiX4uYe0EU1m_ghQ,1,3043.44328703731,1.1429,168
1ZZmJPHQaolQ6Eg5Achq4w,1,4452.26878472231,1.0526,2850
1ZcDuiaV3rbxQ_GvhwTViQ,0,740.016134259291,1.3125,64
1Zr95QWX9FWh396P5aVSKg,0,296.639351852238,3.125,0
1_DTe8A4e9XUvJfDGwbQUA,0,915.818402777892,1.25,1344
1a4uKCv4BW0PIhZGIzu-5g,0,4996.58182870364,1.8023,0
1aHakXiZPIWgc7AQeYUZYA,1,2598.35423611104,1.0833,0
1ajkKqDVs4oyhCSjj7-wqQ,0,5655.45180555573,4.8333,0
1bg22wH0lr_vovCwGqGisA,1,3785.81517361151,1.1333,120
1brHQ1fQnU9bnkK0xAy1sQ,1,3732.57027777797,1.1333,1440
1cViyaxabVSJqciVKP4WAA,0,3359.12245370355,1.1429,1176
1d-oYG7nS8d4j0nYiW0-wQ,0,3420.93759259256,2.3696,0
1dT34xutLNrerH6IPyCUSA,1,2506.98763888888,1.125,0
1dpc-M_ZtuE9f4k9DY1dpQ,1,5095.65164351836,2.9646,11865
1fdtzU0u1sOsznhWKFaQAg,1,1630.27626157412,1.0,81
1fmgnLFVo4yMRRyg9uQ_sw,0,315.95349537069,1.8,0
1g44kG9bk92MaO17QIWIig,1,1881.71724537015,2.0889,1080
1g6-xU3UY1A0SMFj_yE63Q,0,1648.91050925897,1.2857,280
1gE3nHuHVxOapKDWWRJy7A,0,5634.16041666688,2.1479,47712
1gGCJPldVrwdwKGBki1Auw,1,3138.78766203718,1.0769,0
1gZln_5JDo6L8lQhWNlaNw,0,1559.02582175937,2.5313,7840
1gqrgbcYCtilKGtlsjB-rw,1,2265.11149305524,1.0,0
1h3PYFnGPU62G6ct_If9-w,0,1849.80365740741,5.5932,0
1jU-DVBLuDIH292VoKrxCQ,0,1973.97940972215,1.5122,0
1jyEG3G_7g1dGOskNNjeiw,1,4282.78601851827,1.1667,9216
1k2VWfD-wjLZTJ5Td4s4Lg,1,2254.12410879601,1.9259,1296
1kBzlu-sFabunenL1DVUbw,1,4662.89101851825,1.2778,648
1kHbyD19WszxL1o8iFODQg,1,2763.74162037065,1.1944,0
1kMmqhUAqTn281CxuFlIvg,1,2764.57502314821,1.1786,756
1l-vqoiiabP4UWY5llZI_w,0,477.086284722202,4.2667,0
1lSJI7mFc7UrULEvUuGcwA,1,4404.16747685149,1.2609,1380
1lYcGMKSPg-oInDU6bErqw,0,1079.93012731522,4.0909,1056
1m1yvN0JjKbmwg--0XboUQ,1,995.692233796231,1.2941,0
1m3VSTWnhjRtYwsxZJHaNQ,1,4311.37843749998,1.1429,252
1mfAVQRtzS3RxKjnv2BpYw,1,2455.46336805541,1.0,0
1nBhPHD4j_vMs0GlOqjctw,1,4293.66822916688,1.1364,528
1nICZp2gFtilOxHA2C8WtQ,0,4780.63724537054,2.4231,5824
1nWMN_k_jEkv90IDg--N1A,0,4861.40737268515,1.1613,0
1o1LImsFDoGDogxgYfjIqQ,0,2989.41892361129,2.65,29120
1oANokubN0MuF1G8Ff_7kg,1,3790.18524305522,1.1,360
1oNxVWwuDJHWSygs-arROQ,0,183.833773148246,2.2,0
1oaLbht4VGk6YHfV6QdQUA,0,5040.75509259244,2.2991,16848
1pp9kZ8UC5q4lHqxslPx2Q,1,2932.54719907418,1.0,0
1pv2oDYoLLUF_4O94VEXyg,0,664.389710647985,1.6,0
1pxWR8YnGwIibKOuyo1LNA,0,4975.86688657384,2.7795,7620
1qBuQqTNz-Ru5FT9XL27Tw,1,477.693645833526,1.0,0
1qNxNs8rB0BwReOvlavhrw,1,1689.88065972226,1.5455,0
1r4YKLclZyyO3HIB6qOYqQ,0,725.237685184926,1.2222,0
1sb68gmZ5-Q64Ohd1tkNPA,1,2162.94942129636,1.0588,0
1uMhWv3WYqW2GLELauAa7Q,0,1002.32930555567,1.0833,0
1vN70hL6JzxO5-l3C-y2Tw,0,2113.857650463,1.8958,0
1vpWEi2WObw6Cv5fHuCL4w,0,618.019733796362,2.0625,0
1xCLhM57CP6mhGDTKN-uRw,0,428.515405092388,2.7273,0
1xGC6Rpk652SPD_Qc9hiKw,0,2257.77175925951,1.0,0
1xsmjvUy2gg580azAom_nw,1,2521.00806712965,1.1538,0
1yM-DfGPTXj2bkMUCKwn0Q,0,2776.33833333291,1.8485,1386
1yeV_Xl8azGeB5krZlBfXw,1,2449.65490740724,1.3333,0
1zgFpb6ODyHIa7A0OIZPeA,0,2516.91032407386,1.3438,1792
1zoKKtgtCgeAixfOcAYDhQ,0,371.903692129534,3.1538,0
2-F3J4sVeKUcOCdHqNkFsA,0,4359.70451388881,1.4154,9100
2-gFcxPPz3GsCSBvH7DubQ,1,2669.88688657433,2.2083,23760
2-hgs4Y4B1zVx2mrd7qWig,0,1311.17672453681,1.6364,0
